OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
EF574657.1.1483	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	uncultured bacterium
EF574674.1.1443	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574681.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574684.1.1421	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574698.1.1477	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
EF574717.1.1503	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574726.1.1494	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574731.1.1470	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
EF574750.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5) clade	uncultured bacterium
EF574753.1.1346	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured bacterium	NA
EF574773.1.1519	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	NA
EF574788.1.1492	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	uncultured bacterium
EF574789.1.1501	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574811.1.1451	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574825.1.1447	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574837.1.1497	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7 marine group	uncultured bacterium	NA
EF574856.1.1457	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574858.1.1510	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574859.1.1503	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	NA	NA
EF574868.1.1467	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
EF574872.1.1514	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574901.1.1448	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574911.1.1519	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574915.1.1446	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574957.1.1419	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574962.1.1434	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574964.1.1522	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	NA
EF574965.1.1499	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula	uncultured bacterium
EF574980.1.1467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
EF574992.1.1454	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
EF575001.1.1448	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF575065.1.1452	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	uncultured bacterium
EF575095.1.1460	Bacteria	Proteobacteria	Elev-16S-509	uncultured bacterium	NA	NA	NA
EF575111.1.1464	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	NA	NA
EF575129.1.1460	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	uncultured bacterium
EF575141.1.1448	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
EF575144.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	uncultured bacterium
EF575165.1.1489	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF575179.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	uncultured bacterium
EF575193.1.1476	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	NA	NA
EF575213.1.1463	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02 marine group	uncultured bacterium
EF575247.1.1447	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF575268.1.1481	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured bacterium	NA
EF575285.1.1465	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	OM75 clade	uncultured bacterium
EF575301.1.1522	Bacteria	Planctomycetes	OM190	uncultured bacterium	NA	NA	NA
EF575313.1.1500	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	uncultured bacterium	NA	NA
EF575316.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured bacterium
EF575320.1.1526	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF580945.1.1446	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF580971.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
EF584014.1.1439	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. AS1
EF584019.1.1467	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrionaceae bacterium BISLNTS2
EF584029.1.1444	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. CCS2
EF584038.1.1461	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrionaceae bacterium DS4
EF584044.1.1450	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrionaceae bacterium DS12
EF584060.1.1453	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. HE9
EF584063.1.1453	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. HE12
EF584072.1.1438	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. O3
EF584088.1.1428	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. VCS1
EF584089.1.1467	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrionaceae bacterium VHES1
EF584090.1.1428	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. VHOS1
EF584092.1.1434	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. VPBS2
EF584093.1.1485	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Listonella sp. VPKS1
EF584094.1.1450	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. VPSYS2
EF584101.1.1450	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. WA9
EF584102.1.1469	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Alteromonadales bacterium WA11
EF588000.1.1263	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassomonas sp. UST061013-068
EF590008.1.1339	Bacteria	Chloroflexi	TK10	uncultured bacterium	NA	NA	NA
EF591885.16607.18141	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula	uncultured planctomycete 6N14
EF591886.25319.26864	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured planctomycete 3FN
EF591888.25385.26871	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	uncultured planctomycete 8FN
EF597693.1.904	Archaea	Thaumarchaeota	Marine Group I	uncultured crenarchaeote	NA	NA	NA
EF597697.1.952	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopelagicus	uncultured crenarchaeote
EF597698.1.1403	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	uncultured euryarchaeote	NA
EF602039.1.1530	Bacteria	Planctomycetes	Planctomycetacia	Brocadiales	Brocadiaceae	Candidatus Scalindua	Candidatus Scalindua marina
EF602488.1.1422	Bacteria	Omnitrophica	uncultured bacterium	NA	NA	NA	NA
EF612425.1.1522	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured Verrucomicrobia bacterium	NA	NA	NA
EF612768.1.1442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Insolitispirillum	Insolitispirillum peregrinum subsp. integrum
EF613488.1.1622	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. NJ70
EF620467.1.1500	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Ralstonia sp. ISSDS-784
EF623836.1.1438	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
EF627996.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. P11
EF629835.1.1351	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	alpha proteobacterium N2yML5
EF632657.1.1524	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	uncultured bacterium	NA
EF632658.1.1529	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromatocurvus	uncultured bacterium
EF632659.1.1421	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
EF632702.1.1364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	uncultured bacterium
EF632718.1.1508	Bacteria	Bacteroidetes	Bacteroidetes Incertae Sedis	Order III	uncultured	uncultured bacterium	NA
EF632774.1.1478	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
EF632858.1.1472	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
EF632864.1.1492	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
EF632921.1.1278	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	uncultured bacterium
EF636835.1.1538	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	uncultured Myxococcales bacterium
EF644789.1.1346	Bacteria	TM6 (Dependentiae)	uncultured bacterium	NA	NA	NA	NA
EF644791.1.1355	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	uncultured bacterium
EF644792.1.1283	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagicola	uncultured bacterium
EF644798.1.1394	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured bacterium	NA
EF644799.1.1319	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum	uncultured bacterium
EF644800.1.1342	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pricia	uncultured bacterium
EF644802.1.1356	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	uncultured	uncultured bacterium
EF644805.1.1362	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	endosymbionts	uncultured bacterium
EF644812.1.1357	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	endosymbionts	uncultured bacterium
EF645939.1.1481	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	uncultured bacterium
EF645943.1.1482	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
EF645944.1.1485	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7 marine group	uncultured bacterium	NA
EF645945.1.1512	Bacteria	Planctomycetes	OM190	uncultured bacterium	NA	NA	NA
EF645946.1.1518	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Balneatrix	uncultured bacterium
EF645947.1.1486	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
EF645948.1.1485	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
EF645954.1.1497	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Balneatrix	uncultured bacterium
EF646115.1.1485	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	uncultured	uncultured bacterium
EF646118.1.1424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius	uncultured bacterium
EF646123.1.1424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	uncultured bacterium
EF646125.1.1422	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
EF646127.1.1482	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
EF646128.1.1462	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	uncultured	uncultured bacterium
EF646131.1.1507	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92 clade	uncultured bacterium
EF646132.1.1480	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured bacterium	NA
EF646133.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF646135.1.1428	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade NAC11-7 lineage	uncultured bacterium
EF646137.1.1499	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	uncultured bacterium
EF646142.1.1483	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	uncultured	uncultured bacterium
EF646143.1.1518	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	uncultured bacterium	NA
EF648019.1.1526	Bacteria	BRC1	uncultured bacterium	NA	NA	NA	NA
EF648038.1.1469	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium	NA
EF648080.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Parvibaculum	uncultured Parvibaculum sp.
EF648116.1.1463	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	uncultured Arcobacter sp.
EF648148.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured Pseudoalteromonas sp.
EF648151.1.1479	Bacteria	Bacteroidetes	Bacteroidetes Incertae Sedis	Order II	Rhodothermaceae	uncultured bacterium	NA
EF648157.1.1507	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	uncultured Marinomonas sp.
EF648161.1.1506	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	uncultured Idiomarina sp.
EF653579.1.1337	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
EF654130.1.1449	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. TD2
EF659421.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF659425.1.1554	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	uncultured bacterium
EF659429.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	uncultured bacterium
EF659432.1.1442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
EF659436.1.1520	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	uncultured	uncultured bacterium
EF659438.1.1363	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassococcus	uncultured bacterium
EF659445.1.1376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
EF659447.1.1373	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
EF667894.1.1461	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	Leptospira	uncultured Spirochaetales bacterium
EF667896.1.1460	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	uncultured Rickettsiales bacterium
EF667921.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured Rickettsiales bacterium	NA
EF674852.1.1479	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas lutea
EF674853.1.1473	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer halophilus
EF682924.1.1527	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	uncultured Firmicutes bacterium
EF685672.1.1453	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Marinobacter sp. MN-2
EF687161.1.1366	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Marine Methylotrophic Group 1	uncultured bacterium	NA
EF687250.1.1365	Bacteria	Proteobacteria	Milano-WF1B-44	uncultured bacterium	NA	NA	NA
EF687280.1.1379	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF687431.1.1387	Bacteria	Bacteroidetes	Bacteroidetes VC2.1 Bac22	uncultured bacterium	NA	NA	NA
EF688373.1.1454	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	uncultured soil bacterium
EF688382.1.1481	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	uncultured soil bacterium
EF690412.1.1488	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	Arthrobacter sp. M18-2
EF999343.1.1510	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	uncultured bacterium	NA
EF999344.1.1523	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MSB-4B10	uncultured bacterium	NA
EF999356.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured bacterium	NA
EF999359.1.1517	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
EF999360.1.1486	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	uncultured bacterium
EF999361.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured bacterium	NA
EF999367.1.1495	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	uncultured	uncultured bacterium
EF999374.1.1520	Bacteria	Planctomycetes	OM190	uncultured bacterium	NA	NA	NA
EF999375.1.1486	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	uncultured bacterium
EF999383.1.1521	Bacteria	Gemmatimonadetes	PAUC43f marine benthic group	uncultured bacterium	NA	NA	NA
EF999388.1.1521	Bacteria	Acidobacteria	Subgroup 26	uncultured bacterium	NA	NA	NA
EF999392.1.1509	Bacteria	Acidobacteria	Subgroup 22	uncultured bacterium	NA	NA	NA
EU005678.1.1414	Bacteria	Cyanobacteria	Chloroplast	uncultured phototrophic eukaryote	NA	NA	NA
EU008574.1.1410	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
EU010164.1.1471	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured marine bacterium
EU010167.1.1415	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	uncultured marine bacterium
EU010189.1.1337	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured marine bacterium
EU010224.1.1421	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	uncultured marine bacterium
EU010231.1.1339	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	uncultured marine bacterium	NA	NA
EU015871.1.1570	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	uncultured Synechococcus sp.
EU016173.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter sp. S11-S-2
